disgust,"I stormed into the room, hoping to cool myself with some soft music from my three band radio cassette.  There was only young Kaley there and he explained, "" Your aunt has sold it as she wanted to buy clothes."""
fear,"I turned the knob of my granny's two band radio and did not hear any broadcast,  "" What ! Have I broken the knob ? How much does it cost ? What if the spare part is not available ? ""  --I did not know how to tune a radio."
guilt,"My cousin knocked on the door, looking for me to get her watch back.  I had given it to my girlfriend, Lizzy, as a present."
joy,"When my uncle gave me my first year's results.  I opened the envelope and my eyes ran into two ""B+"" - in EC110 and M160, this meant that I had qualified for a major in economics."
sadness,"When I missed the chance of becoming a graduate in mining engineering, after having prayed one week in the church I was not even selected."
shame,"When a lady I was flirting with told all my class-mates that she was in second year while I was in first year, everyone laughed and started looking at me."
anger,This was when I found out that a cousin of mine had taken away my trousers without my consent.
disgust,"This was when I saw, for the first time, a naked woman (prostitute) run away from a house after having been discovered by the guardian."
fear,"It was when I dreamt that I had encountered Satan, he wanted to grab me and take me to his kingdom.  He was very repulsive and I have never seen anything like that before."
guilt,When I was afraid to tell my sports teacher at secondary school that I had not participated in the sports activities the previous day.
joy,"This was when the girl I was in love with accepted my proposal and everything went smoothly, just as I had wanted it to.  It was contrary to my previous feelings of uncertainty about her response."
sadness,When I failed a test at my primary school.  I was then in grade 7 and we were about to take the main exam.
shame,"This was when I was discovered stealing a piece of bread at home, I was very hungry a few hours before supper."
anger,"The comrade staying next doors insulted me for what he called  the misuse of his iron.  He called me stupid, self centered etc.  I wanted to punch him but instead went for a walk to the mining school to cool off."
disgust,A pig in the well from which we drink.
fear,"I was escorting a relative on a bike, we passed by a dark road with bushas on each side.  Half way down this road, suddenly, we   saw a white dog appear from one side.  Before we could do anything, it had vanished and moreover it did not seem to have any legs."
guilt,"I bumped my dad's car in a lamp post.  He was not at home then, neither was he home when I left for the campus.  I did not tell him about the accident and I will never tell him."
joy,I was in grade 7.  We had an inter-house volley-ball competition.  In Luapula I was the youngest member of the team and I scored  the winning goal using my head.  I jumped up with joy and fell down.
sadness,"A close relative was at odds with a very powerful firm.  All his things had been taken, His dad had died a little before this event.  He gathhered his children and vowed to give them a good life with a new start - the words were hollow, he bit back his tears .....I asked to be excused and then went and cried in the loo."
shame,"My girlfriend had started going around with another boy.  Her cousin, also a friend of mine, asked her as to who she preferred.  Both of us were present and she chose the other guy."
anger,"When I travelled all the way to my former school to collect my certificate, only to be told that I owed them some money, I knew nothing about this."
disgust,"When at school I thought that I was going to get the best results in mathematics, but it was someone else who got the prize."
fear,"This was at secondary school, a prefect framed up some case and took it to the deputy head-master.  I was called by the head-master and he threatened to suspend me."
guilt,"I felt guilty when I heard the results of my friend, who had failed.  I wished that I had helped him."
joy,I was at school whhen I received a letter from the dean of my school congratulating me for my performance at the previous year's exam.
sadness,"My sister was in a hospital, later in the evening we received the information that she had died."
shame,When I received a letter from my girlfriend telling me that she was engaged to an another man.
anger,"I entrusted a friend with the delivery of some money to my father, however he misused the money."
disgust,Over an argument.
fear,While paddling in the river during a storm.  I feared drowning.
guilt,"When I had sufficient amount of money, I brought more clothes for myself than for the children - I  felt bad about it."
joy,My being admitted to UNZA.
sadness,The loss of my mother.
shame,At school - being whipped by the teacher in front of the class.
anger,My trouser's zipper was open when I was at a public wedding.
disgust,When I failed an exam.
fear,When I saw a ghost.
guilt,I caught a close relative with the servant of the house.
joy,My first kiss.
sadness,When a friend left me and went back home for good.
shame,Insulted my girlfriend during a peptalk.
anger,When I discovered that the people I trusted most were talking behind my back.
disgust,When my brother promised me money but he failed to fulfill the promise.
fear,The time I was threatened with expulsion from secondary school (form four).
guilt,When I took drugs.
joy,When I passed my form three exams.
sadness,When I heard about the death of my aunt.
shame,I was running in front of a crowd when I slipped and fell on a wet lawn.
anger,""" I have been hearing rumours that you have not been allowing people in your room,"" he said.  This sentence really shot my heart.  I failed to find the right words, instead I walked away without uttering a word."
disgust,"One day I went to town to get my grocery.  On my way back, I took a mini bus which was full of drunk students.  I felt very disgusted."
fear,I watched a very terrfying film in LT2.  This film really pushed my heart out of my body and I was forced to go out before the second reel ended.
guilt,"I remember deceiving my brother, I told him that I was going to attend the Sunday service, instead I went out to the town with a friend."
joy,"As the time to get the results drew near I became more and more anxious.  My friend called me and said, "" You have passed.""  My heart was full of joy."
sadness,"One Saturday morning I had got ready to go out swimming with my friends.  Unfortunately the weather did not permit it, so we stayed indoors."
shame,"I had gone to aa bookshop to buy some books.  Somehow, I got very cross with the security guard checking through what I had bought.  I lost my temper and screamed at him.  Later I felt very ashamed at myself as a lot of people I know were there."
anger,When someone chased me from his house.
disgust,"When some people, including me, are treated in a way which equates them to an animal or a thing."
fear,The possibility of having failed the examination.
guilt,When I did something wrong in the past and denied having done it when asked about it later.
joy,"When I heard that a close relative of mine had given birth at a very young age, in a very remote area and had had very few problems."
sadness,When I realized that I did not have the basic things needed by a student like me.
shame,"When someone I know was caught in an ""adultery"" situation."
anger,"I went to the dining hall and found that the cooks were cleaning the plates and there was no food for me, and the blue birds  (security guards) were busy eating the food that was supposed to be for me."
disgust,This happened when I went to visit my friend in Chelston and found him screwing my girlfriend.
fear,"The shooting started and we all lay down to protect ourselves from the flying bullets.  This incident occured on our way to Feira, during the Zambia army patrols in the Rhodesia war."
guilt,My father caught me having sexual intercourse with my closest cousin.  There was nothing wrong with it but the female was too old for me.
joy,"My girlfriend wrote to me telling me that she was four months pregnant and that I was responsible for the ""damages"".  This made me happy as I longed to have a child to call mine."
sadness,"That afternoon I received two messages informing me, one that my brother was in a coma in the U.T.H suffering (kidney disease) and two, that my uncle met with an accident on his way to the hospital  to see my brother."
shame,When I walked out of my room with only my pants on and found my girlfriend and her female friend looking for me outside.
anger,When somebody stole my brother's disco machine.
disgust,A class-mate answered (accidentally) the call of nature in the class during a tough mathematics examination.
fear,"One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives."
guilt,"I took some money from my parent's house without asking them for it, and I was caught red handed."
joy,"When a girl I wanted very much, said ""yes"" and fell in love with  me."
sadness,When my uncle died.
shame,I was double crossing my fiancee and one day she caught me red handed.  She forgave me later.  I was very ashamed of what I had done.
anger,"I was annoyed this particular day as it seemad that the odds were not in my favour.  My grandfather added fuel to the fire, when I  had an important appointment so I unleashed my anger on him."
disgust,When I discovered that my mother had been involved in adultery.
fear,I was approaching my exam time and my books got stolen.  I was in a panic as I thought that I would not do well enough to be considered for the economics quota.  I cried a lot but that did not help and as the exam day came near a strange fear gripped me.
guilt,Dad had just married his second wife (my step-mother) and I did not like her so I went to the wardrobe and set fire to her dresses.  Eveyone suspected my brother and he had to bear the consequences.  Nobody ever got to know that it was me who had done it.
joy,I was very happy when I discovered that I had passed my first year examination and was among the thirty students who would major in economics.
sadness,"It was the time I went home for my holidays only to find that my sister had passed away.  The news had been hidden from me, so that I could take my exams."
shame,"I was caught stealing food at my aunt's place.  I had tried to hide the food I had taken from the pantry while my aunt was in the kitchen, however she went to the pantry and discovered the stolen package."
anger,"When a friend told me that my education had nothing to do with our discussion.  This friend has failed the 7th grade, what made me angry was that I had not used my education to argue."
disgust,I was disgusted at the university wanting some of us to travel from our homes to the lectures here every day.  The way the whole thing was handled disgusted me.
fear,When I heard a lion roar for the first time.
guilt,When I cheated my father about the book allowance at university.  He discovered that we were given K150 per year for books.
joy,When I was accepted at UNZA.
sadness,When my beloved grandfather died.
shame,"When I was leaving home I decided to leave without saying good-bye to my young brother.  My brother saw me and said,        "" Will you not say good-bye to me?""  He is only 31/2 years old."
anger,"This happened recently, I  was in the dining hall and one of my friends with whom I was eating called me a fool."
disgust,"This happened when I could not get into the school I had initially wanted, and ended up doing something I had never thought I would do."
fear,"When I was going home, I saw somathing which looked like a snake   on the road but later I found out that it was only a stick."
guilt,"My mother had sent me to buy a few things.  The change I brought back was not right as I had given away some money to a friend thinking that she would not notice it.  However, my mother told me that the change was not correct."
joy,I experienced joy when I got the results - I had made it to the second year.
sadness,I experienced this when my maternal grandmother passed away.  She was the last of my grand parents to pass away.
shame,I insulted the girl to whom I had proposed when she turned me down.
anger,When my daughter began staying away from classes - at the age of nine only.
disgust,When my best friend started getting involved in my private affairs.
fear,I was walking through a thick forest and there was a big snake at a distance of about four metres.
guilt,I send a word to my boss through my servant telling him that I would not report for work as I was not feeling well and that the   doctor had refused to give me sick leave.  My intention was actually to go out of Lusaka for a week-end.  I left the same day and the following morning my boss found me in Mongu.  I felt guilty when asked to explain things on my return.
joy,When my first child was born.
sadness,"When my wife died in hospital, she was pregnant and had undergone an operation."
shame,I was very drunk at a certain wedding party and I got involved in a fight.
anger,I reachad home to find that my baby had not been bathed and fed.
disgust,I saw a friend's husband with another woman.
fear,We were driving at night and I realized that a car was following us.
guilt,I accused my husband of being late deliberately when he came to pick me up from work.
joy,I received a letter of acceptance from UNZA.
sadness,"I saw a dead child which was not covered, it had been knocked down by a car."
shame,I scolded my sister without waiting for her explanation.
anger,When the dean of UNZA asked me to vacate a big flat I was occupying and take up a smaller one as I was becoming a full time student at UNZA.
disgust,When I was told that the brother who was staying with me would not go to the training school that year but only the year after.
fear,"When I took blood from a patient for alcohol estimation and urine for some other examination, he told me that something bad would happen to me as he would play magic on me."
guilt,When I broke up my relationship with my former girlfriend as she would ask me irrelevant quetions about my past.
joy,When I was appointed by the Ministry of health to join the teaching staff of one of the medical colleges.
sadness,When my close friend was involved in an accident and passed away instantly.  He had gone to buy a new car and had asked me to wait at his home so that I could see his new car.
shame,"A patient, to whom I had given a powerful medicine, shouted at me in front of many people.  I realized that he did so because he was very ill."
anger,"I was annoyed when a person higher up asked me why a particular job was not done, it was not my job to do it."
disgust,"I was in a train when a woman started talking loudly and attracting everybody's attention.  The worst thing was that she was discussing something, about which she knew nothing, with another person."
fear,"I was sleeping when I heard the neighbours screaming, I peeped through the window and saw a thief  trying to enter my neighbour's house."
guilt,"A certain woman had asked me to make something for her and I kept putting it off.  When I finally made it, I did not see her for days only to be told one day that she had collapsed and died.  I felt quite guilty as she had jokingly said that I might not do what she had requested me to do."
joy,When I received my promotion letter.
sadness,"My brother came to tell me about some problems we had in the  family.  I felt sad because I thought that if my mother had not gone away when this brother was younger, things would have been different."
shame,After a jogging session I had severe abdominal cramps and this lead to my wanting to empty my bladder.  My friends gathered around me and two of them had to help me to the toilet.  I was ashamed at having to go to the toilet in the presence of my friends.
anger,When I was mistreated by my step-mother.
disgust,When I failed to secure employment after my form 5 in Lusaka despite my excellent certificate.
fear,I had gone for a medical check-up at the U.T.H and failed to make it back on time for the C119 practical sessions at 1400 hours last academic year.
guilt,When I beat up a first year student at my secondary school in my capacity as the deputy head boy.  He had woken up late in the  morning for manual work.
joy,When I was accepted for my third year (G-10) at my former secondary school.
sadness,When my aunt passed away in early 1982.
shame,When I failed my grade 7 exam at the first attempt in 1975.  My father and the entire family thought that I was finished in life.  I really felt like hiding.
anger,When a friend and me played a joke on our boyfriends.  Her boyfriend came up and accused me of having planned the whole thing and said that I did not deserve my boyfriend.  He embarassed me in front of a crowd.
disgust,When a boy put a handful of cooked potatoes down my dress and there was no water to clean up.
fear,When a drunkard barged into a room where my friend and I had run in order to get away from him.  We were all alone and all I could see was this hand coming towards me.
guilt,When my boyfriend asked me to go out with him and I refused because I wanted to go out with another guy.  I did go out and my boyfriend found out.
joy,When I heard that someone who is very close to me did very well in the exams despite having fooled around a lot.
sadness,When my family and I heard of the death of my grandfather.  We had  seen him a few weeks earlier and it seemed that he had just been waiting to see us.
shame,When a soppy poem that I had written to a boy was found and every one read it and started teasing me about it.
anger,The juniors in our dormitory at school started to complain and make a lot of noise about the duties assigned to them by the prefect who was my class-mate and was very cool and dull.
disgust,"On Christmas day a drunk man came to our house without a shirt on, he dansed, spoke nonsense and behaved stupidly."
fear,Birds had made nests in our thatched roof and they were flying and flapping their wings in the bedroom at night.  It was very dark and I could not even see my nose.  I did not know that it was the birds till my mother told me so.
guilt,"My baby sister was 2-3 months old and when I was trying to get her on my back, she slipped and fell."
joy,"After a long time (of no communication with him, physical illness and worry) my lover came to see me, when I least expected to see him."
sadness,My elder sister scolded me in front of my younger sisters and cousins.  She said that I was very lazy and I felt so sad that I cried myself to sleep.
shame,When I wet my bed at boarding school.
anger,My room-mate locked up our room without specifying where I would find the keys.  I had to spend several hours in my other friend's room.
disgust,"The teacher of one course gave me 10 questions with sub-questions going from a to e for each question.  She asked me to do all this in one and a half hours.  It involved a lot of describing and explaining and even though I knew all the answers, I could not finish the work."
fear,"When I came back from work one day, the friends of my son told me that he had not come back from school and that he was lost."
guilt,I was to inform the neighbour on my left that a robber had been spotted the same evening near the house of the neighbour in front.  I did not do it and the same day the thieves broke into this neighbour's house.
joy,My son was registered to get admission in grade one of the         primary school.  The chances of him getting a place there was 1/10.  Two weeks later I was informed that he had been enrolled.
sadness,"I lost my grandfather whom I loved very much.  I had not known that he had been ill for a very time, when I received this message he was already dead."
shame,I forgot that the course instructor had directed us to go for special classes after the usual class hours.  I missed this the first day and when he asked me about it the next day I said that I had forgotten.
anger,I was badly beaten up by one of my friends during a wedding party.
disgust,I was disappointed by a girlfriend when I visited her at her home in Woodlands.
fear,After having taken an exam i feared having failed it.
guilt,I was caught stealing a box of matches in the supermarket and had to plead guilty.
joy,When my father bought me a suit.
sadness,I was very sad at hearing that my grandfather had passed away.
shame,I was ashamed at being the only one to have got a C+ in ED120 assignment.
anger,I had gone home for a week-end and when I came back I found that my clothes and my bedding had been stolen.
disgust,Someone stole a K10 note and the teacher thought that it was me when I was not responsible for the theft.
fear,When I first came to the UNZA I did not know the kind of people I would find here and the kind of behaviour they would have towards me.
guilt,"One day my mother went to visit her friends.  When she came back she scolded me for not having kept the house in order, so I decided not to talk to her."
joy,When I heard that I had achieved a place in form I.
sadness,When my father passed away.
shame,When I failed the grade seven exams.
anger,When I found out that my sister had been playing with my confidential things which she had taken from my hand-bag.
disgust,I am disgusted at the number of second year students who are pregnant illegitimately.
fear,When my little sister was sick at home and I thought that she would die.
guilt,When my aunt went out of her way to help me out with my financial problems.
joy,When I saw my family after a separation of one year.
sadness,When one of my best friends commited siucide during these holidays.
shame,When I got very low marks in one of the assignments.
anger,"When my room-mate locked me out deliberately, before an exam due at 1400 hours."
disgust,When my cousin put feaces in my washing.  A silly idea which was meant to be a joke.
fear,When a thunder belt hit the roof top of the building I was in.
guilt,When I took a small boy's share of choclale.  He was our guest and so had been given a larger share of the sweets.
joy,"When I fell in love with ""X"".  Overnight I felt confidence, self-esteem,    responsible and worthwhile."
sadness,"When my friends died one after the other.  The first died in a car accident and the second one recently, due to an illness."
shame,Getting drunk and creating a lot of trouble at a place I respect - my friend's home.
anger,When my friends tried to discriminate against my friendship with certain other friends which they thought was improper.
disgust,The day I went to eat dinner in the dinning hall and found a dead fly in my gravy.
fear,The day I encountered a queer mamba face to face in a chunk of leaves behind our house.
guilt,The day I came home drunk after having attended a disco party.
joy,The day I got a telegram telling me that I had been selected for a B.A at UNZA.  I felt happy because I had not expected to be selected.
sadness,The day my teacher of Latin and French died.
shame,I felt ashamed of myself the first time I drank as nobody in the family drinks.  I felt that I had let down my parents and my friends.
anger,I told my friend something confidential which was supposed to remain between the two of us.  The next thing that happened was that a girl who is not even close to us came laughing and askad me to tell her about it.  I was very angry with my friend as I had trusted her.
disgust,"When thieves broke into our house, I was disgusted by their behaviour.  They did not find anything so they broke things like the windows, glasses etc."
fear,"I was caught doing something I was not supposed to do.  I did something with the person who caught me (bribe) and even though he promised not to report me, I am still frightened."
guilt,"I was caught doing something bad and I bribed the person who caught me.  Later I felt very bad, maybe I should have paid for my bad behaviour."
joy,I was very happy when I received the year end results as I was worried about how well I had done.  I was very happy to know that I had passed.
sadness,I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother.
shame,When I bribed the person who caught me doing something I was not supposed to have done.  I was very ashamed of what I had done.
anger,"I was asked to stop studying economics, a field which interested me, by my employers."
disgust,"When I learnt that my offer to study at the university had been withdrawn  and so I would not get hostel accomodation at UNZA, even though I registered as a student later."
fear,I was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us.  However another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road.
guilt,"I came across a blind man sitting in one of the corridors and asking for money, though I had some money I did not give him anything."
joy,When I received a positive answer from my appeal to withdraw my registration at UNZA.
sadness,When I learnt of the death of a friend.
shame,My love proposal was turned down by a lady I really loved.
anger,When an argument with a friend of mine over our behaviour towards another friend turned into a quarrel.   I lost my temper and nearly knocked him out.
disgust,"When I was denied my favourite dish at the dinning hall (shima with roast chicken), I felt disgusted."
fear,When I was confronted by a policeman one night around 11 o'clock.  I was afraid when they threatened to take me and my girl to the gallows.
guilt,When my library books were overdue and I did not have the money to pay for them.
joy,When I first came to the campus.
sadness,When I lost my father in a car accident.
shame,"I felt ashamed when a friend, I had always respected, insulted me in public.  He was drunk."
anger,"When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him.  I felt angry over his actions."
disgust,"When I saw a woman who had been run over by a train, just off Kafue.  The woman had been cut to bits, there was blood and        splinters of bone every where."
fear,When I was an exploration with my friends and almost got lost in an unfamiliar environment.  It was getting dark and we did not know how to get back home.
guilt,"When I ""passed out"" a female friend of mine for no apparent reason.  I was under the influence of drugs and when I am like that I get mad at anyone, however small the provocation."
joy,When I got my results - I had passed the form III exams.  I had not expected to do so well.
sadness,"When my little brother passed away mysteriously, at least from what I was told about it."
shame,When I almost did something awful with a friend of mine and myself.
anger,"When my aunt scolded me for something I was not responsible for.  A boy had come to our gate asking for me, my aunt went out to see him.  I had neither met nor known the boy."
disgust,When my mother got a terrible beating from my father.  It was so bad that she fainted and it was only then that my dad realized how bad it was.
fear,When thieves broke into our neighbour's house and later we heard gunshots.
guilt,When I lied at home.   I told them that I was going to a Christian meeting and I went to see my boyfriend instead.
joy,When I was accepted at UNZA.
sadness,When my cousin passed away unexpectedly and tragically (a murder).
shame,When my friend had a child out of wedlock.
anger,At boarding school someone put a lot of tiny thorns on my bed.  When I complained everybody began teasing me and laughing at my inability to find out my enemies.  I lost my temper.
disgust,"My room-mate was drunk, he vomited on the floor and fell face down on the vomit nearly choking himself to death.  Then he fainted and so I called the first aid."
fear,When we forced a friend to chew a poisonous herb in primary school.  His tongue was swollen and he told his mother about it.  The mother reported it to the headmaster who threatened to expel us.
guilt,I got into a bad fight in a bar and my friend received a bad cut above his left eye while trying to separate us.
joy,Receiving my result slip (pass) on my birthday.
sadness,When my grandfather died.
shame,As a kid my mother caught me stealing sugar and giving it to a neighbour.
anger,A teacher at my former secondary school forced my darling to marry him.  The girl tried to refuse but her parents would not leave her alone.
disgust,When I witnessed an accident.
fear,I felt very frightened when a robber broke into our house and threatened to shoot my father if he did not part with some money.  I was looking at the man with his hand on the trigger.
guilt,"I took my grandmother's money without telling her and when asked if it was me who had taken the money, I denied it."
joy,I felt vvery happy when I was accepted at UNZA for my studies.  I had not expected this as I had been ill during the exams.
sadness,"When my sister died, she was only sixteen when she was put to rest."
shame,"When my father found me in bed with a girl, we were deep in actioon when he entered the room."
anger,"My little niece, who is very talkative, suddenly became very naughty and began wetting her pants.  She did it one afternoon."
disgust,When I learnt that my cousin sister was pregnant.
fear,I went home late one evening and saw that the security lights were off.  I got inside the gate and just then I realized that the dogs may be outside.
guilt,"The fridge we had at home had a lock.  One day when I wanted something, I unscrewed the door but unfortunately I was caught in the act."
joy,When I won some coins in a small competion.
sadness,This morning during my sleep I had a feeling that someboby was attacking me.  I started crying in my sleep and then my room-mate woke me up.
shame,My cousin and I were at the farm and at night we drunk like fools and made a lot of noise.  We had drunk two much of wine.
anger,When my dress and a few other things were stolen from my wardrobe.
disgust,"While watching a movie, someone who was drunk started vomiting helplessly."
fear,"When I saw an accident, a woman was run over and she died on the spot."
guilt,"When I told a person something that had happened to my friend, and this person went and told my friend."
joy,When I was selected for the university.
sadness,When my grandmother passed away.
shame,When I ate my sister's food and then she found out that it was me.  I felt very ashamed but still refused to admit that it was me.
anger,When I saw my younger sister being bothered by a boy she did not know.
disgust,"When I was taking my girlfriend out, she seemed to have taken her time."
fear,When I was told that the form five results were out.
guilt,When I beat up a stupid boy who was fond of cracking jokes on me.
joy,When I got myself the kind of girlfriend I had been hunting for a long time.
sadness,"The time I lost a badminton match, that I should have won at the Zambia closed badminton championships."
shame,When my dad caught me with a honey (girlfriend) in my bedroom.
anger,When the university withdrew the accomodation that it had given me.
disgust,"When I patronized a certain tavern which had prostitutes, it was almost a brothel."
fear,"When I impregnated a certain girl, I thought that I would be forced to marry her or go to court."
guilt,When I sided with my mother in a quarrel she had with my father before they briefly separated.
joy,"When I was selected for higher education, i.e grade 7 to formI."
sadness,When my mother and father separated (it was a brief separation and they are together now).
shame,When I proposed love to a girl and she turned me down.
anger,"When I could not reason my friend, it angered me."
disgust,"I feel disgusted at not having got aa ""A"" in yesterday's practicals of G220."
fear,Two guys were fighting murderously and I feared that one of them would be killed.
guilt,I felt guilty of having suspected my room-mate of stealing the money last term.
joy,When I received a letter from a woman I thought had not ever cared for me.  This was when I needed her and I was overjoyed to learn that it was me who was delaying things.
sadness,I did not like it when a little girl was crying for her dead mother and was calling her by her name.  I was sad.
shame,I felt very ashamed at having got a book by force from a girl.
anger,I had planned to go to town with my friend at 1500 hours but she went for the registration and I waited for a good 1 and a 1/2 hours.  It was vital for me to go to town but I could not as it was she who had the money.  Finally I borrowed some money from friends and we went to town.  I was really angry with my friend.
disgust,I had prepared a special meal for my boyfriend but when my brother came home he ate it all.  I was really disgusted about it.
fear,My uncle was taken to the UTC for an operation as he had cancer.  There had been a lot of deaths of late - 3 out of every 4 operated.  I was scared for my uncle's life.
guilt,We were at secondary school and I was making a lot of noise.  The teacher came to ask us as to who was making all the noise.  I did not own up so the  whole class was punished.
joy,Our only elder sister got married and started having pains in her abdomen and she was told that she could not have children. To our suprise she had a baby 2 months back.
sadness,I dreamt of my father's death while I was at secondary school.  I was screaming at the top of my voice and was woken up by my friend.  That day I was really sad.
shame,"We were at a party, this guy I liked and me.  I really loved him and gathered enough courage to ask him to kiss me.  He did not do it but instead asked me what I would like for my birthday.  I told him that I would like a kiss more than anything else but he excused himself and said that it was impossible.  I really felt embarassed."
anger,When someone took my pen away.
disgust,"An officer at the Dean of students office had promised me to give me a room the next day, but he failed to keep his promise."
fear,When I met an elephant in the bush.
guilt,I broke a glass of glycerine at the Z.C.B.C store in Ndola.
joy,I was very happy when my scholarship to continue studying at UNZA was approved after it had been cancelled.
sadness,When my cousin passed away during the holidays at home.  He fell ill at night and the next day he died in the evening.
shame,"I do not have accomodation on the campus so I stay with my extended family, one young man used bad words while asking me to leave their home."
anger,Being made to look like a fool by a girl.
disgust,When I was told that I had no right to control my lover.
fear,When I was walking around all alone at night.
guilt,When one of my lovers told me that I was a flirt.
joy,When I was with someone I love.
sadness,When my dad passed away.
shame,Getting very low marks in mathematics.
anger,When I was locked out of my room by my room-mate's friend.
disgust,When I found out that someone close to me was flirting around.
fear,When I had to walk along a dark road alone.
guilt,I did not deliver a message on time.
joy,At my sister's wedding.
sadness,When I failed one of my courses at school - the university of Zambia.
shame,When I swindled money out of someone.
anger,When a thief broke into my house and stole some valuable goods.
disgust,"When I was substituted in a play which was to be staged, after I had learnt all the lines."
fear,When my neighbour's house was broken into and shots could be heard.
guilt,When I applied for a false travelling claim allowance and later I thought that I would be found out.
joy,When the lady who is now my wife accepted my proposal to be my lover and future wife.
sadness,The death of my guardian with whom I had stayed when I did my grade six.
shame,"When a woman who I respected very much was made pregnant, unexpectedly by a man of a caliber I never expected."
anger,I felt very angry when a mishanga seller robbed me of the transport money I had to go to school.
disgust,I felt disgusted when a fellow student asked me to marry him.  I had not expected this from him as he was a mere friend.
fear,My father had been involved in a car accident two years ago.  I was then very scared thinking that he would die as he lay unconscious in hospital for two weeks.
guilt,"I felt guilty when I said bad things to my sister, I had not intended to do so.  She cried a lot and later she fell ill and I felt responsible for her illness."
joy,I felt happy when my mother gave birth to a son who is the last born in the family.
sadness,I felt very sad when a friend of mine failed the final exam and she could not be accepted at the institution of learning.
shame,I was ashamed when my friend and I were cross with each other till we apologized to each other.
anger,When my wife told me that the refrigerator had stopped working.
disgust,When my relatives troubled me so that I would help them financially.
fear,"In 1960,  I was going to a school which was near my village and I met a lion on the way, which disappeared suddenly."
guilt,"When I was late for work and told my boss that it was due to transport problem, whereas the truth was that I had woken up late.  I thus cheated my boss."
joy,When I was selected to study here at UNZA.
sadness,When I heard of the death of my mother.
shame,When I failed one of the first year's courses.
anger,"In 1982, I was annoyed at an uncle who was drunk and was beating up his old father.  He claimed that the father was responsible for his guardian's failure."
disgust,"Last week a former school (secondary) mate of mine, who is now in a differentt school came to my room here at UNZA in my absence.  He was drunk and he vomited in my room.  I was unhappy."
fear,"In 1977 when my friend was caught by a crocodile.  We were swimming in a river on whose banks our primary school was situated.  When my friend was caught, he was on the banks of the river and some of us were still in the middle of the river.  I was very frightened."
guilt,"Last year I was asked to look after my niece while her mother was cooking.  Unfortunately the kid fell off the bed, I was confident that she would not fall and had not been paying much attention."
joy,I was overwhelmed with joy when I received the acceptance letter to UNZA.  This happened again when I passed all my first year courses.
sadness,"Last academic year I received bad news - my grand-uncle had passed away.  I felt lonely and bad because apart from the         biological ties, he was a good old friend of mine at home."
shame,"A few years back I had proposed love to a girl who later turned out to be related to me.  Though we were in love with each other, we both felt ashamed and withdrew from each other."
anger,When I got home I found that the electrical supply had been disconnected despite my having paid ZESCO the full bill a few  days earlier.
disgust,"When my demand for accomodation on the campus was refused and the rooms were allotted to first year students who were from ""Rucher"" and came from influential families."
fear,When I learnt that the girl I had impregnated was in hospital and was on the verge of dying as she had refused to accept the responsibility of her pregnancy and had wanted to commit suicide.
guilt,When I told the driver at my workplace to lie and tell the boss that it was not me who was responsible for the delay.  The boss was very annoyed and the driver was punished and a day's salary was taken away from him.
joy,When I qualified for form I.  I was one of the three pupils who qualified for form I that year.
sadness,When I lost my grandmother.  She had been my guardian after the death of my father.
shame,"When I told a girl that I could not take her out that night as I was entertaining my mother who had come from home.  However, I later met this girl with another girlfriend at a hostel where I had taken out another girlfriend of mine."
anger,When my colleague spat on my face after a quarrel.
disgust,"When my friend, after a beer spree vomitted in my sitting room."
fear,When burglars with guns forced themselves into my house and ordered me to give them money or face death.
guilt,"When it was discovered that I had done the assignment at my work place, this caused a lot of embarrassment for me."
joy,When my wife gave birth to a baby boy - my only son to date.
sadness,When my elder brother died.
shame,When I was taken to the place where my uncle had defecated in his pants after having drunk beer.
anger,When I was insulted by a fellow student.
disgust,When I found my girl in bed with another man.
fear,Whhen the front tyre of the car burst.
guilt,When I was caught going out with another girl by my girlfriend.
joy,When my brother gave me a watch.
sadness,When the girl I loved turned me down.
shame,When I failed grade 7.
anger,"One day I had an appointment with my boyfriend which I had objected to in the begining, however he visited me and convinced me to come.  The day of the appointment; I had to wait for him for over an hour."
disgust,When my grandmother came to stay with us permanently as she is a very difficult person to stay with and when she started telling false stories about us to other people.
fear,"I was working at a certain place and everyday after work dad would come to pick me up.  One day he did not come, it started getting very dark and I had no money on me and my home was very, very far away."
guilt,"One day when I was working, I went out for dinner with friends without my parents knowledge and I only came home at 2300 hours."
joy,When I passed the first year and so I could come back for my second year.
sadness,"When my grandmother passed away.  We had been waiting for it as she had been sick for years, but when it happened I found it hard to accept."
shame,When I realized that I was pregnant.  I thought about what my relatives and friends would think about me and I felt a lot of self pity.
anger,One of my colleagues accused me of having stolen his iron and I was sure that I had done no such thing.
disgust,One of these people who sell meat in town used a knife to stab his friend and later carried on using the same knife to cut meat.
fear,"Last night, I dreamt that things that looked like monsters were trying to kiss me."
guilt,This is a kind of confession - my mum found me stealing meat from the pot.
joy,I was very happy when I found out that I had passed with flying colours and that I had made it to the university.
sadness,The passing away of my mum.
shame,About a dozen girls laughed at me and I was sure that there was nothing wrong with me.
