Emotion,Text
guilt,I had told my boyfriend that I did not want to go on with our relationship.  I knew that I was important to him but I wanted to be free.  I saw that this was difficult for him but I remained firm and did not change my mind.
joy,"I was told quite unexpectedly that one wanted me to become the vice-chairman of our student organisation.  I was really surprised and joy was the first emotion I felt, though behind it there was worry - how shall I succeed ?"
sadness,"My grandmother died, and my mother called me one sunday morning in the Autumn.  The way my mother told me about it, I hated her at that moment.  She sounded as if she had been waiting for the death of my grandmother.  I had lost a person close to me.  I felt guilty too as I had been bad to my grandmother of late.  I had not remained calm when she no longer understood everything so well."
shame,"I was worried by a task related to my studies which had to be done in groups of two.  I was talking about it to my friends when I said something negative, in too abrupt a manner, concerning my work partner.  I did not quite mean what I said and I felt ashamed at having been mean enough to criticize him as he is also a friend of mine."
anger,"I had an appointment downtown, and the person in question was half an hour late."
disgust,"In the army, I had been in hospital for two weeks and as soon as I returned to the company, a sergeant ordered me to fetch a load on the tractor trailer."
fear,"In Sweden, a friend and I lived in an appartment owned by a Finn.  One day, this man came back to the appartment heavily drunk (hashish and alcohol).  He was quite dizzy and he broke down, and I could not foretell his reactions.  However, nothing happened."
guilt,"While at primary school, I did not let a friend ring a bell although he would have liked to do it.  Afterwards I felt bad."
joy,"Last night I had a chat with a fellow student.  I had known her for about half a year, and for the first time we were speaking ""the same language""- meaning an inspiring discussion and encounter."
sadness,The death of my grandmother.
shame,"On the way back from a Summer spent in Sweden, I drunk with a man in the train.  I had drunk so much that when I got home I fell asleep in the entrance hall.  I have never drunk that much, neither before nor after that incident.  I was ashamed because my mother and my sister had to see me in that state and my father had to carry me to bed."
anger,"I was coming home in a taxi with a fellow worker of mine.  He was criticizing my earlier conduct towards him, which to my mind was unfounded.  When I reached home, I ran out of the taxi and slammed the door."
disgust,"I was travelling in a local train when a drunkard, smelling terribly, entered the same carriage and started eating fish that was stinking."
fear,"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree.  I got frigthened, turned around and ran out of the forest."
guilt,"I was working as a secretary.  My boss was to go to give a lecture, and wanted me to give him the exact address of the place."
joy,I got a fairly large amount of my taxes back.
sadness,I had had a farewell party at the place where I had been working for a year.  That night I could not fall off to sleep.  I was sad thinking that I would not see my nice fellow workers again.
shame,"While quarelling with a fellow worker of mine, I was vehement and irritated and I told him what I thought of him in plain language.  I was ashamed of myself when I met him the next day."
anger,"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me."
disgust,When an untidy and heavyly drunk person made endeavours to approach me.
fear,"Years ago, on my way to school by the forest path I came across an exhibitionist."
guilt,I lost my self-control and raised my voice at a child.
joy,"A sunny Autumn day, after a long rainy period."
shame,"As a little girl, I was sick in the middle of a school day and I vomitted in the basin of the classroom."
anger,"My superior blamed me for some neglects at work in front of others.  In fact, the task in question was not supposed to be done by me."
disgust,When a friend of mine got drunk and started to blame and scorn my other friends and me.
fear,I had been watching a TV-program on paranormal phenomena.  At night I could not fall off to sleep as I feared that humanoids were on the move.
guilt,It was my turn to cook dinner.  I forgot a dish (the favourite of the family) in the oven and it got burnt and was uneatable.
joy,I got to know that I had been accepted at university.
sadness,My father suddenly fell ill and died.
shame,When I forgot a promise made to a friend of mine.
anger,A relative of mine had come to see my husband to talk to him about a problem concerning his sister and me.  I was angry because this relative of mine did not dare to speak to me and instead spoke to my husband.  I got to know about it later the same day.
disgust,The male friend of my mother (a widow) moved in to live with us.  I did not like the man.
fear,"I was alone at home and I could hear odd noises coming from above our bedroom.  I knew that nobody lived there since it was an office.  I got frightened (later I was given a ""natural"" explanation)."
guilt,"The death of my father made me feel quite guilty, because my attitude towards him had been cold and indifferent."
joy,My joy was the joy of meeting again.  My husband came home after having been away for weeks (for work).  I was on the railway station to meet him.
sadness,"The death of my father, even though we had not been very close to each other."
shame,"At school I was talking to a classmate about mathematics.  I had grown weary of it and said : ""I would like to throw the book on the arse of Kuikka"".  My classmate said : ""Now, he is sitting there and waiting for the book"" (Kuikka was one of the most quiet boys of the class).  I was ashamed of myself."
anger,"I am a school teacher.  One of the classes does not obey me at all, keeps on talking, does no work.  One afternoon, everything went wrong, and I got exceedingly angry."
disgust,"A series about Freud was shown on TV.  In it, a tampon had been set in the nose of a woman, and forgotten there.  After great pain it was taken off (close-up picture), the woman was bleeding from the nose and the mouth."
fear,"My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident."
guilt,"A borrowed car broke down while I was using it.  It was not my fault, nevertheless I felt guilty."
joy,"My mother, sister and I were thinking about old times, our childhood, and we had a very happy time."
sadness,"A young, close relative of mine died, leaving behind a baby a few months old."
shame,"I had promised to lend something to my mother-in-law and I forgot it a couple of times.  When she asked me about it the third time, I was ashamed at my absent-mindedness."
anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me.
fear,"I was diving below the ice, in a cave, at a depth of 26 metres.  Visibility was almost zero and the oxygen level decreased threateningly.  There were three of us divers on one safety rope."
guilt,"A friend of mine was drunk and having an argument on the street with a woman, appparently his girlfriend.  I was walking on the other side of the street and thought that I was not supposed to interfere.  Later I heard that he had shot himself that evening."
joy,I started a new branch of studies after having failed a former one.  When I got back my exam papers I was very happy to know that I almost had full marks.
sadness,"My grandfather died, I went to the mortuary and saw the corpse."
shame,As a child when I was blamed for peeing in the swimming-pool.
anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA.
disgust,Watching a violent movie.
fear,I was about to begin a journey in a car with an acquaintance of mine.
guilt,"I ""picked up"" a girl and I thought that I had misused my position and authority over her as there did not seem to be any realistic possibility of continuing the relationship."
joy,My girlfriend sent me a letter with a shiny picture in it.
sadness,My girlfriend gave me the mitten (left me).
shame,The morning after a wild party.
anger,"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand."
disgust,"When an acquaintance of mine told me about the way his parents treated their sons in an unequal manner.  The most successful of them got continuous encouragement, and the youngest was not encouraged and was rejected."
fear,"My grandmother was about to die, and it had the effect that at night, after having read a book, and once in bed, in perfect darkness, the fear arose that I too may suddenly die."
guilt,My mother told me that the enveloppes that I had been tearing (I had torn the stamps away) in good faith had been the first-day enveloppes which my father had collected as a young man.
joy,"When, to my surprise, I got to know about having got ""very good"" high school graduation marks."
sadness,"When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him."
shame,"I was talking to a friend of mine about our parents and education.  I said something and then realized that I did not know my friend's parents, their motives and education.  I felt ashamed at having talked about something I did not know anything about."
anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me.  After he had left, I was anxious and angry for a long time. After the event, I was alone."
disgust,"In a film, there was an episode where they used a chain saw to cut a man.  I could not look at it, but I could not avoid listening either.  I sought shelter in my boyfriend's arms."
fear,"I feared that I was pregnant.  It was not planned and I would have been compelled to have an abortion, which I would not have liked at all.  Fortunately, after a week's anxiety, I got to know that I was not pregnant."
guilt,"I promised my friends that I would take care of something, but I kept forgetting about it.  When they asked me about it, I promised to do it immediately.  However, I got started only after a couple of months.  I felt that I had betrayed my friends."
joy,"I am not especially good at English, and after the high school graduation exam in English I tensely waited for the result the whole day.  In the evening, when I heard that I had done excellently, I became very happy and the anxiety vanished.  My family was at home."
sadness,"When my boyfriend wanted to leave me, I felt sad and melancholic."
shame,"I thought I would be able to use the mangle of the house, and so I did not want any help.  However, I blocked it and I had to get the janitor to help me out.  He reproached me for not having followed the instructions"
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki.  I was not at all interested in any other place and had no time to study for other entrance exams.
disgust,"When an acquaintance (he was drunk) of my room-mate vomitted on the kitchen carpet.  It was past mid-night and my room-mate had just moved in, this acquaintance had helped her move in."
fear,"When my brother went to shoot wild ducks, I feared that the boat would overturn and he would drown or that the gun would accidentally go off."
guilt,"When I was baby-sitting at my cousin's place, I tried to have a pleasant time and did not really take care of the child.  I do not care very much about children."
joy,"When I got an unexpected letter from  a guy, who had been my school mate."
sadness,"I would have liked to go out to chat with some acquaintances, but I realized that I was not wanted.  I felt hurt, disappointed, lonely and deserted."
shame,"I was carried away while talking about my visits abroad and I tended to boast a little, till I realized that the listener was amused."
anger,When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.
disgust,"When an unpleasant person tried to make friends with me.  A subtle, small, insignificant, grey being whose helplessness and neutrality evoked the feeling of disgust in me."
fear,When a big angry dog put its snout on my arm and had I made one movement it would have bitten me.
guilt,"When I behaved improperly - fought in a public place.  Afterwards, I felt guilty about my conduct."
joy,"When I got 21/30 points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought."
shame,Badly chosen words to a vague acquaintance of mine made me feel ashamed at having given the wrong impression about what I wanted to say.  Thoughtlessness.
anger,My friends promised me that they would definitely call me to tell me if they were visiting me or not.
disgust,A friend of mine came to see me when he was quite drunk.
fear,My father had been drinking and I feared him when we went to bed at night.
guilt,"I did not go to help a friend of mine, though she probably needed me."
joy,When my friend told me that he would come and meet me in a moment.
sadness,A close friend of mine had not contacted me for a long time.
shame,I said something especially stupid which I did not mean at all.
anger,"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons."
disgust,"I detested my father who was a drunkard.  He would rave, threaten and blame my mother and me.  He finally drove us away from home."
fear,I was afraid when my dog ran out through a crack in the fence when  a train was coming.
guilt,"When as a child I stole, from a friend of mine, the ring she had got in an easter egg."
joy,"When I felt that an exam, which I had feared, was an easy one and went well."
sadness,I felt sad after having had an argument with my boyfriend.  I felt that he did not understand me and that there was no point in carrying on with the relationship.
shame,"When I was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel."
anger,"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me.  Finally, at breakfast one day, we had an argument and I tried to defend my friend."
disgust,"When I was watching a movie with many violent episodes.  They accurately showed the cutting of corpses, etc..."
fear,"At school, I had acted against the will of the group, and the next day they promised to take revenge on me."
guilt,"When before the last exam I have taken, I went out instead of studying."
joy,"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university."
sadness,I got to know about the death of a close friend.
shame,"When I was caught telling a white lie.  At that time, I was not allowed to stay outdoors after 8 p.m.  One day when I was late, I made up a story that our neighbour had invited me to his place, though I had actually forgotten about the time while playing with my pals."
anger,"My life-partner, who was drinking more and more, spoke about kicking the cat.  He had never done anything of the kind, but I knew that he would do so one day, without thinking about it."
disgust,"My life-partner is going through a crisis (way of life, old-fashioned values) and can only get out of it by talking bold decisions.  I have noticed his cowardice and attempts to escape his problems by drinking.  I detest his drinking and his being full of self-pity."
fear,I am a kindergarten teacher and I am thoroughly weary of my job.  After having taken the university entrance exam I suffered from anxiety for weeks as I did not want to carry on with my work - studies were the only alternative.
guilt,"A lonely, neurotic, shy girl lives nearby. She has expressed a wish to meet me, I have however avoided her (turned down an invitation) as the crisis my partner is going through uses up all my empathy."
joy,When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances.
sadness,"Estrangement from my best woman friend.  We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me."
shame,"Again, a quarrel had come up in our difficult relationship.  My life-partner threw all the books off the shelf.  I am sure that it disturbed our neighbours since this happened late in the night."
anger,"A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life."
disgust,A man spat on the wall of a house.
fear,"The fear about my future : work, making ends meet and health. Coping."
guilt,When I did not succeed in finding a job after having finished a nonacademic degree.
joy,"Begining the week-end with my girlfriend : cozyness, beer and wine."
sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.
shame,In an express bus I sat on a seat meant for senior citizens and invalids.
anger,"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life."
disgust,"While reading Olli Jalonen's new book, the distant, cold and selfish relationships between people (in the book) made me feel disgusted."
fear,"At the railway station, while waiting for the last train at night I noticed that a drunk young man was appraching me in a purposeful mannner."
guilt,"When I noticed that my little sister was sulking, because I could not meet her because of a misunderstanding."
joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is."
sadness,When I think that I will probably never have a genuine contact with my parents.
shame,When I approached a person of the opposite sex and was rejected.
anger,The outrageous conduct of a relative towards me and those close to me.(blaming us and lying)
disgust,A very drunk person.
fear,My grandfather had lung-cancer and was being nursed at home.  I felt fear when I was alone with him and he almost choked on mucus secretions.
guilt,"While trying to get my little brother over a ditch, he fell on his head and started crying.  I was scared of having caused him permanent injury."
joy,"The day I got to know that I would get a shared dwelling with my boyfriend.  My parents place was getting a little crowded with my growing bother wanting a room to himself.  I first felt doubt, then joy, but also sadness.  The feeling of joy was the strongest."
sadness,We had to finish the life of our 8 year-old dog.
shame,"An argument that grew out of an ordinary conversation with a person very close to me, when we should have been having a good time together."
anger,"I was at home, filling my tax report.  Nobody had time to help me.  I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital.  I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely.  I could not leave as I had to wait for help and the tax report had to be done."
disgust,"My mother called me because she had read through the enveloppe a letter addressed to me.  She denied having read it intentionally and said ""the words just popped out through the enveloppe as the sun was shining on it"". Hah Hah."
fear,"I was travelling back home by boat with two friends of mine after a lovely holiday trip.  The night and the sea were dark, and the wind was blowing.  I feared that death was there on the boat, I somehow felt sure about it.  I feared being left alone."
guilt,When I moved away from home.
joy,"I was in a dancing-tavern and the atmosphere was one of waiting for the end of the world.  Suddenly people began dancing wildly, inspired by the band.  An unbelievable experience : wonderful that even Finns sometimes flare up and forget to think ""what others are thinking of me"".  It was delightful to dance to one's heart content."
sadness,"I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it.  I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds.  Result : hysterical mess, blinding and blaming."
shame,"I feared that I would have to describe my sexual life to an older, strange woman."
anger,The housing council asked the city to cut 40 linden trees so that the inhabitants of the lower floors would have a view to the sea.
disgust,"On a trip abroad, a lady-like member of our group turned out to be an alcoholic.  She spoilt many days of my holidays because of her behaviour and paranoia."
fear,My husband suddenly fell ill seriously and during the medical examinations we did not know what would follow.
guilt,"I had been guilty of gossiping and blaming others, and one of my superiors at the workplace made a formal reprimand."
joy,The inflammation of the ear of my child got cured and the doctor said that the ear was completely all right.
sadness,"My child, unexpectedly started acting in a restless and disturbing way at school.  In addition his performance at school weakened."
shame,I failed an exam which I thought I would certainly pass.
anger,My boy-friend came home late one night without having told me about it before.
disgust,"While watching the movie called ""Deer hunter"" on TV, when it showed how prisoners were treated."
fear,When climbing up the stairs to the top of a ski-jumping hill.
guilt,When I think that I have been too stict or narrow minded towards my students.
joy,When a student of mine (at music) performed and played remarkably well.
sadness,The breaking up of a long lasting relationship.
shame,When I noticed that a person I found attractive had seen me picking my nose.
anger,When I heard that my step-mother had treated my mother in a wrong manner.
disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them."
fear,"While cycling in the country, I came across a large herd of cows."
guilt,"When I promised a male friend of mine to visit him, and did not."
joy,When I made up with a girl-friend of mine after having been on unfriendly terms with her (my fault).  I cried with joy that evening.
sadness,When my friend did not pass the high school graduation examinations.
shame,"When after having had sexual intercourse with a friend, I thought that he had told about it to a friend of his."
anger,"In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once."
disgust,"A nightmare.  I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck.  And there are a lot of them.  I panic."
fear,"At night, I walk home past a forest.  Once, somebody got stabbed in the forest.  I imagine someone attacking me and I hurry up."
guilt,"I met my ex boyfriend by chance.  We separated a few months ago and I am now with a new boyfriend.  My ex boyfriend looked depressed, and I know I am not to be blamed."
joy,"During lectures, I sensed an unexpressed understanding with a boy I did not know.  We exchange glances ; I think he likes me, and I like him too.  Perhaps he has fallen in love with me ........."
sadness,"A relationship in which I had put my trust, broke up.  I was sad when I realized how easy it is to forget something that one had once regarded as great and significant."
shame,"I told evil lies about a close friend of mine.  I was evil in order to sound jolly, to charm a person whom I wanted to impress.  I sold my friend, I was despicable."
anger,"A male, Honduran acquaintance of mine despised my opinions."
disgust,"While walking on the street with a good friend of mine, we met an acquaintance of hers.  My friend started showing off and telling false stories about herself and praising herself."
fear,Traveling as the only female in a railway carriage in the middle of the night in Italy.
guilt,A parking fine.
sadness,When our dog died.
shame,I was dishonest to my boyfriend concerning something that is important to our relationship.
anger,"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks.  I felt hatred for him but it stopped when I realized that he just longed for attention."
disgust,"After the first of May, I detested my fiance's friends, who had piled on to our party and spoilt it completely."
fear,"While preparing my master's thesis, I was scared that I would not accomplish anything as the subject was rather difficult."
guilt,"At my summer job, I was responsible for making various orders.  It was not me who had ordered some seasonal merchandise, but when much of it was left over and had to be thrown away in the Autumn, I felt partly responsible for the much too large order."
joy,"After having at last finished my master's thesis, I felt great joy and relief.  I had been haunted by the thesis during the whole of my studies."
sadness,"The last time I felt sad and disappointed was when I did not do as well as I had hoped in one of the final exams.  As compared with the earlier exams, the questions, I think, were unjust."
shame,"After our sad first of May party, I felt ashamed because the friends who had been invited had to suffer.  We, the organizers of the party, did not drive the intruders away."
anger,When I quarelled with my parents.
disgust,When I saw a spider.
fear,I was camping with a friend of mine and we spent the night in the forest.  I could not fall off to sleep and could clearly hear noises from outside (steps ?) approaching our tent.
guilt,"While travelling in a bus with an invalid ticket, I got caught."
joy,When I met a good friend of mine after a long time.
sadness,"Being away from a very close friend, I was away from Finland for a year as an exchange student."
shame,While playing I urinated on grandma's floor and did not go to the lavatory.  My cousin told grandma and she came.
anger,"A ""higher status"" colleague of mine despised my attitude and organization of work."
disgust,"Once again, my life partner came back home drunk at midnight."
fear,"While he was drunk, my life partner tried to hit me.  I felt scared and fled to the bathroom."
joy,"While having a discussion with a colleague of mine, I realized that her conception of man and work were similar to mine."
sadness,"I could not meet my love, after having waited for a month, due to illness."
shame,"My love and me rented a room in a hotel one evening.  We stayed there a few hours and when leaving the hotel, I felt ashamed."
anger,They had returned much less of my taxes than I had expected.
disgust,"In the morning, the cat of my landlady had vomited on the floor, near the staircase I take to go to the bathroom."
fear,"My boyfriend hinted over the phone about wanting to ""be free"".  He thus did not say it point blank, silence followed."
guilt,The cat of my landlady escaped through the window which I had left open.
joy,I had just moved to the town where I study and I got a postcard from a good friend (from my home town).
sadness,After my boyfriend and I had separated.
shame,"My boyfriend's mother, whom I had not met earlier, made an unexpected visit.  I was lying lazily on the bed, reading a newspaper and my boyfriend was studying."
anger,"My parents put pressure on me to buy clothes, when I would not have liked to do so."
disgust,"At school, I detested the spinach gruel which had lumps of flour in it."
fear,Someone knocked on the door when I was alone at home (though there was a door bell).  I looked through the peep hole but it had been covered.  I called my sister but she could not help me as she was hundreds of kilometres away.
joy,"I got a letter from my best friend, whom I had not heard from for a long time (a good letter)."
sadness,"When my grandfather died, I saw my grandmother crying against my aunt's shoulder (I had never seen my grandmother cry before)."
shame,I told some acquaintances of mine something that I regretted later.
anger,"Disagreements with mother.  When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance."
disgust,When I noticed two spiders running on the floor in different directions.
fear,"While cycling in the country a dog started running beside me, growling and barking, and trying to bite my foot."
guilt,When I reproached my friend because I was myself low-spirited and disappointed.
joy,When I got a letter from home.
sadness,"When I had to move away from home to study, and I knew that I would not be coming back home for a long time."
shame,"When I realized that I had been wrong about a person close to me, because of pre-set ideas and prejudices."
anger,I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals.
disgust,The disgust I feel towards a certain person.
guilt,"At my job, I got disproportionately angry with a child.  My reaction was not as it should have been."
joy,I found myself a place after looking for one for a long time.
sadness,"The breaking up of a relationship.  We decided that the relationship could not carry on, so it was no surprise to me. And anyhow, I had known it would happen sooner or later."
shame,After an event in which I felt that I had acted unfairly.
anger,"An utterance, which I had intended to be a joke, was taken as an offence.  In my opinion, this was stupid, and I got angry."
disgust,"A man tried to have sexual intercourse with me, though I had communicated my unwillingness.  Later on, I felt disgust at that person as well as myself because I had partly submitted."
fear,"I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do."
guilt,"I am going steady with a boy, but I had sexual intercourse with another one, and I felt guilty about it afterwards."
joy,I went to see the entrance examination results at university.  I rejoyced at my success.
sadness,My best friend had a relatively severe illness.  I was sad because she was suffering.
shame,"I told my friend about how I had calculated my salary by cheating a little.  When my friend remarked about it, I understood that it was wrong to do so, and I felt ashamed."
anger,I got angry at a friend of mine whom I caught reading my notebook (almanach).
disgust,"In a lift a drunken, fat and untidy man tried to make advances at me."
fear,I was walking home with a friend at night along a quiet street.  Something started rustling in the bush : it was an exhibitionist.
guilt,"For the sheer pleasure of it, I quarelled with my boyfriend who was trying  to be especially kind to me."
joy,A good report card (a scholarship) in primary school.
sadness,When my grandmother died of cancer.
anger,When my sister took my things without having asked for my permission first.
disgust,"When I was working, I got treated in a way which I felt was not democratic."
fear,"When abroad, while driving a car along a dark, winding road."
guilt,"When I decided to move away from my parent's home, my mother told me that it was as if a part of her had been torn out of her."
joy,When I made the acquaintance of a certain person.
sadness,When my grandfather died.
shame,"While working as a domestic helper, one day I had not cleaned up very well and they made a remark about it."
disgust,"In the evening, while I was watching TV, my little brother came in and started eating food he had brought from the kitchen while I was trying to concentrate on the program."
fear,"My episode of fright happened when I came to study.  I had to stand in front of my still unknown fellow students and talk about myself.  My hands shook, I flushed and became tongue-tied."
guilt,"At my temporary job, I have to restrict  others' actions and make them obey me, and this very often gives me  a feeling of guilt.  I wish there could be some other way of acting."
joy,"When I went to a job interview, I met a person who was very nice, and his attitude made me glad."
sadness,"After hearing about the death of my grandfather.  First I could not believe it, but later I wept and felt the situation was hopeless.  I felt lonely and wanted to be consolated."
shame,My little brother was arrested by the police at the railway station after he had drunk some beer.
anger,"Two boys whom I know were telling me, in an indecent manner, how they had teased a young and shy girl I know.  They had despised her conviction, scorned and touched her.  I got very angry and did not try to conceal it and gave it back to them."
disgust,"Out of sheer curiosity, I went to see a pornographic movie in Copenhagen.  The room was full of men, who panted and masturbated.  Very disgusting."
fear,"I felt fear of the purest kind after a car accident.  The incident and images of horror kept coming back to my mind.  I wondered what could have happened to my sister, my friend and me, though nothing very serious actually happened."
guilt,"I felt guilty when I spent a night at my boyfriend's place, particularly because I had been harsh and spiteful when I had left home.  The reason was that I feared a possible discussion on the subject and I wanted to leave defiantly."
joy,"I met a dear friend of mine after a long time.  I expressed my feelings in our own usual way, by mutual scolding and abusing (with complete understanding) and by touching, patting and taking the hand of the other person, etc..."
sadness,"My sweetheart left me, or rather we decided to break it off by mutual consent.  The consequences were - unrestrained weeping, feelings of loneliness, hopelessness and disconsolation.  I felt that I should find a friend, to talk to joyfully and to forget."
shame,"After having quarelled unnecessarily and without any reason, and having been stupidly cross in every way."
anger,"My brother told me that a person (whom I know) had insulted him.  I am very fond of my brother, and as he himself can not get angry or hurt, my protectiveness was aroused and I got angry."
disgust,"I happened to see two boys fighting, one of them fell down and hurt his head.  The other one used this to spank the head of the boy on the ground."
fear,"One evening, while going to meet a friend of mine, I had to cross a meadow by a dark road.  There were bushes on the other side of the road.  The weather was damp and a bit foggy.  I heard steps behind me and kept speeding up my steps all the time."
guilt,"I had not written to, or called my grandmother, who was lonely, for a long time.  My mother asked me to call her on her behalf and when I did so, my grandmother was delighted and she told me that she had been waiting for some news from us."
joy,"I was in a restaurant with my boyfriend when I saw my best female friend after not seeing her for two weeks.  We rejoyced, hugged and had a long talk."
sadness,"My guinea-pig had been ill for a couple of days.  One evening, when I came home I enquired as to how it was doing.  My mother's expression told me that it had died.  My knees refused to support me and I began to weep convulsively."
shame,"I had been away all night without having told my parents about it.  In the morning when I came home, my mother looked tired.  She said that she had been awake all night because of me and that she was angry and disappointed."
anger,"When I saw a big man hit another one, and nobody did anything."
disgust,"I once watched the series called ""Dynasty"" on TV, and I detested it."
fear,I saw a man who had had a heart-attack and who was being treated for it.  I feared that my own father could have been there.
joy,When I was sick my husband bought me a piece of cake.
sadness,"When my sister left to go home, in Sweden, after the Christmas Holidays."
shame,"I feel guilty as I am not working, and even my studies are not progressing."
anger,"Without my permission, my son had made popcorn after coming back from school.  The consequences were a spoilt kettle and chaos in the kitchen but what could have happened with the hot grease ?"
disgust,One of my fellow students used questionable and unfair means to advance her studies faster than others.  I detested her.
fear,A neighbour's girl had disappeared and many people were looking for her.  Someone had gone to notify the police.  Something had certainly happened to her.
guilt,I stopped my car in front of a pedestrian crossing as a child was crossing the street.  The car driving in the next lane did not stop and the child got hurt.  Had I not stopped ...
joy,"When my red-cheeked, content child runs to meet me in the yard of the kindergarten and gives me a moist kiss on my cheek."
sadness,The death of a close relative.
shame,My friend told me in a fairly loud voice the blunders she committed last night.
anger,"I was on vacation, and therefore I did not attend a meeting of the day care centre.  Nevertheless, the very day I came back they called me early morining to ask me ""what are you going to do about the matter ?"" (which had been discussed in the meeting).  Then I got angry."
disgust,"While travelling in a bus, there were three people sitting behind me (two men and a woman).  They were drunk and the conversation was unbelievable (about fucking, fellatio, etc...).  They tried to get others to take part in the conversation.  I loathed it and felt like crying."
fear,"I work at a day care centre, and one day when the children were outdoors a four-year old boy disappeared from the yard.  I was not looking after them then, but as the manager it was me who was responsible."
guilt,"I am the secretary of an association, and during the last meeting I forgot to take the minutes."
joy,"After my vacations, one day after a lecture it occured to me to buy a rose for my mother.  We went together to a pub and my mother told me that she would be getting married next Spring.  I did not known about it and so was all the more glad."
sadness,"The fact that my mother is getting married again (my mother and father divorced about 15 years ago) means that she will probably move to Turku, and our home, which is a one family house, will be sold (I myself have not been living at home for the past six years)."
shame,"When I was seven years old, I stole a chewing-gum from a big glass bowl on the counter of a nearby shop, and I got caught."
anger,"One winter day I, unwillingly, was outdoors with my younger brother (10 years younger than me).  I lost my temper on him and wanted to throw my brother down the snow bank we were on.  I pushed him but not as hard as I had wanted to. We were alone the two of us."
disgust,"I was on my way home by bus.  A man who had drunk a fair amount of alcohol started talking, trying to hug and pat a woman sitting next to him.  Fortunately it was not me."
fear,"I awoke at night and did not remember dreaming about antthing in particular.  I just felt oppressing fear, it was dark and all the others were sleeping."
guilt,"When my little brother asked me to play with him, I told him that I had no time and that I would play with him the next day. However, the next day I said the same thing."
joy,"I had been away from home for a long time and when I came home I was delighted.  It was wonderful to see familiar, dear people and I was rejoycing in advance.  I had been feeling very lonely."
sadness,"I was on a class excursion, by boat to Stockholm.  At night my class mates prepared to clebrate their motive in life which was ""life is merriment"".  I felt depressed about the way they sought happiness."
shame,I gave a wrong answer at school.
anger,"A friend of mine had promised to arrange me some tickets for a concert which I considered important.  He could not get them the way he thought he would, so he gave up the whole thing."
disgust,"I heard somebody talk about studies in a highly enthusiastic ""student-like"" way."
fear,When I was walking on a fairly out-of-the-way street.
guilt,"One evening I went out with some friends of mine, although I was supposed to stay at home with my little sister who is 11."
joy,"When, after a long time, I saw a girl with whom I was in love."
sadness,I was sad when I saw that a beautiful girl was not attainable.
shame,"While attending some affairs, which were taking some time, with a bank officer, I felt that my clothes and appearance were out of place, too raggy."
anger,"The last day of school is traditionally celebrated by singing a song about all the students who are leaving.  In the song about me, there were things which irritated me a lot."
disgust,The behaviour of a fellow towards me and some others in the army was really mean.  I detested this.
fear,"When I was in the army, a room mate of mine came back from furlough and threatened another fellow with a knife."
guilt,"While doing some calculation exercises, I neglected a part of it, though I had marked it as done.  By chance, I was asked to demonstrate this very part on the blackboard."
joy,While watching an entertainment program in which there was a clever  and amusing sketch.
